Dst-Nr85,Ld,Dst-Nr,KZ,Name,Länge,NameL,Dst-Abk,GO-Nr,GO-Abk,Gde-Nr,Gemeinde,Kt.,BP,VP,VG,VD,Y-Koord.,X-Koord.,Höhe,Verkehrsmittel,Quelle_VM,Kommentar_VM,überwachen_VM,use4lineGen
8500117,85,117,2,Aesch,5,,AE,11,SBB,2761,Aesch (BL),BL,*,*,,*,"612,397","257,453",299,Zug,Fahrplan,,,
8578232,85,78232,6,"Aesch BL, Alterszentrum",23,,,879,BLT Auto,2761,Aesch (BL),BL,*,*,,,"611,909","257,191",497,Bus,Fahrplan,,,
8588758,85,88758,8,"Aesch BL, Arlesheimerstrasse",28,,,879,BLT Auto,2761,Aesch (BL),BL,*,*,,,"611,784","258,695",310,Bus_Tram,Fahrplan,,,
8500255,85,255,0,"Aesch BL, Dorf",14,,AESH,37,BLT-blt,2761,Aesch (BL),BL,*,*,,,"611,932","257,656",311,Bus_Tram,Fahrplan,,,1
8578228,85,78228,4,"Aesch BL, Gewerbestrasse",24,,,879,BLT Auto,2761,Aesch (BL),BL,*,*,,,"612,495","259,007",318,Bus,Fahrplan,,,
8588760,85,88760,4,"Aesch BL, Herrenweg",19,,,879,BLT Auto,2761,Aesch (BL),BL,*,*,,,"611,933","258,121",318,Bus_Tram,Fahrplan,,,
8578233,85,78233,4,"Aesch BL, Höhenweg",18,,,879,BLT Auto,2761,Aesch (BL),BL,*,*,,,"611,783","256,896",345,Bus,Fahrplan,,,
8578229,85,78229,2,"Aesch BL, Schwimmbad",20,,,879,BLT Auto,2761,Aesch (BL),BL,*,*,,,"612,400","258,700",299,Bus,Fahrplan,,,
8578230,85,78230,0,"Aesch BL, Schützenmattschule",28,,,879,BLT Auto,2761,Aesch (BL),BL,*,*,,,"612,246","258,063",299,Bus,Fahrplan,,,
8578227,85,78227,6,"Aesch BL, Sonnenweg",19,,,879,BLT Auto,2761,Aesch (BL),BL,*,*,,,"612,629","259,463",288,Bus,Fahrplan,,,
8589283,85,89283,6,"Allschwil, Bettenacker",22,,,823,BVB,2762,Allschwil,BL,*,*,,,"608,759","266,654",276,Bus,Fahrplan,,,
8578160,85,78160,9,"Allschwil, Binningerstrasse",27,,,823,BVB,2762,Allschwil,BL,*,*,,,"607,613","266,827",281,Bus_Tram,Fahrplan,,,
8587001,85,87001,4,"Allschwil, Dorf",15,,,823,BVB,2762,Allschwil,BL,*,*,,,"607,372","266,716",287,Bus_Tram,Fahrplan,,,
8589284,85,89284,4,"Allschwil, Friedhof",19,,,823,BVB,2762,Allschwil,BL,*,*,,,"607,457","267,024",279,Bus,Fahrplan,,,
8588761,85,88761,2,"Allschwil, Gartenhof",20,,,823,BVB,2762,Allschwil,BL,*,*,,,"607,911","266,469",283,Bus,Fahrplan,,,
8578174,85,78174,0,"Allschwil, Gartenstrasse",24,,,879,BLT Auto,2762,Allschwil,BL,*,*,,,"607,952","266,874",287,Bus_Tram,Fahrplan,,,1
8589285,85,89285,1,"Allschwil, Grabenring",21,,,823,BVB,2762,Allschwil,BL,*,*,,,"607,749","267,041",278,Bus,Fahrplan,,,
8578173,85,78173,2,"Allschwil, Hagmattstrasse",25,,,879,BLT Auto,2762,Allschwil,BL,*,*,,,"607,958","267,223",278,Bus,Fahrplan,,,
8578172,85,78172,4,"Allschwil, Im Brühl",19,,,879,BLT Auto,2762,Allschwil,BL,*,*,,,"608,149","267,396",277,Bus,Fahrplan,,,
8589286,85,89286,9,"Allschwil, Kirche",17,,,823,BVB,2762,Allschwil,BL,*,*,,,"608,683","267,035",280,Bus_Tram,Fahrplan,,,
8578171,85,78171,6,"Allschwil, Kreuzstrasse",23,,,879,BLT Auto,2762,Allschwil,BL,*,*,,,"608,437","267,648",276,Bus,Fahrplan,,,
8578159,85,78159,1,"Allschwil, Letten",17,,,879,BLT Auto,2762,Allschwil,BL,*,*,,,"608,153","266,389",283,Bus,Fahrplan,,,
8589287,85,89287,7,"Allschwil, Lindenplatz",22,,,823,BVB,2762,Allschwil,BL,*,*,,,"609,166","267,446",276,Bus_Tram,Fahrplan,,,
8589288,85,89288,5,"Allschwil, Merkurstrasse",24,,,823,BVB,2762,Allschwil,BL,*,*,,,"608,930","267,239",278,Bus_Tram,Fahrplan,,,
8578158,85,78158,3,"Allschwil, Paradies",19,,,879,BLT Auto,2762,Allschwil,BL,*,*,,,"608,677","266,219",281,Bus,Fahrplan,,,
8589289,85,89289,3,"Allschwil, Parkallee",20,,,823,BVB,2762,Allschwil,BL,*,*,,,"608,890","266,909",277,Bus,Fahrplan,,,
8578163,85,78163,3,"Allschwil, Reservoir",20,,,823,BVB,2762,Allschwil,BL,*,*,,,"606,306","266,455",318,Bus,Fahrplan,,,
8578162,85,78162,5,"Allschwil, Rosenberg",20,,,823,BVB,2762,Allschwil,BL,*,*,,,"607,033","266,716",307,Bus,Fahrplan,,,
8593495,85,93495,0,"Allschwil, Spitzwald",20,,,879,BLT Auto,2762,Allschwil,BL,*,*,,,"607,859","265,588",340,Bus,Fahrplan,,,
8588763,85,88763,8,"Allschwil, Stegmühleweg",23,,,823,BVB,2762,Allschwil,BL,*,*,,,"606,821","266,648",314,Bus,Fahrplan,,,
8589290,85,89290,1,"Allschwil, Ziegelei",19,,,823,BVB,2762,Allschwil,BL,*,*,,,"608,250","266,774",277,Bus_Tram,Fahrplan,,,
8578164,85,78164,1,"Allschwil, Ziegelhof",20,,,823,BVB,2762,Allschwil,BL,*,*,,,"605,537","265,747",340,Bus,Fahrplan,,,
8593496,85,93496,8,"Allschwil, Zum Sporn",20,,,879,BLT Auto,2762,Allschwil,BL,*,*,,,"608,242","265,823",322,Bus,Fahrplan,,,
8500081,85,81,0,Altmarkt,8,,AKT,94,BLT-wb,2829,Liestal,BL,*,*,,,"623,073","258,450",334,Zug,Fahrplan,,,
8578335,85,78335,7,"Arboldswil, Dorf",16,,,811,AAGL,2881,Arboldswil,BL,*,*,,,"621,020","251,689",633,Bus,Fahrplan,,,1
8578333,85,78333,2,"Arboldswil, Mühletal",20,,,811,AAGL,2881,Arboldswil,BL,*,*,,,"621,627","251,599",549,Bus,Fahrplan,,,
8578334,85,78334,0,"Arboldswil, Renggelts",21,,,811,AAGL,2881,Arboldswil,BL,*,*,,,"621,627","251,085",564,Bus,Fahrplan,,,
8579714,85,79714,2,"Arisdorf, Hofacker",18,,,811,AAGL,2821,Arisdorf,BL,*,*,,,"624,575","261,800",358,Bus,Fahrplan,,,
8572238,85,72238,9,"Arisdorf, Kreuz",15,,,811,AAGL,2821,Arisdorf,BL,*,*,,,"624,582","261,288",358,Bus,Fahrplan,,,1
8500984,85,984,5,"Arisdorf, Olsbergerstrasse",26,,,811,AAGL,2821,Arisdorf,BL,*,*,,*,"624,600","262,525",350,Bus,Fahrplan,,,
8572239,85,72239,7,"Arisdorf, Schulhaus",19,,,811,AAGL,2821,Arisdorf,BL,*,*,,,"624,625","262,175",350,Bus,Fahrplan,,,
8572237,85,72237,1,"Arisdorf, Weieren",17,,,811,AAGL,2821,Arisdorf,BL,*,*,,,"624,721","260,820",350,Bus,Fahrplan,,,
8593501,85,93501,5,"Arlesheim, Aliothstrasse",24,,,879,BLT Auto,2763,Arlesheim,BL,*,*,,,"613,152","262,075",282,Bus,Fahrplan,,,
8593497,85,93497,6,"Arlesheim, Altenmatteweg",24,,,879,BLT Auto,2763,Arlesheim,BL,*,*,,,"612,900","260,318",290,Bus,Fahrplan,,,
8588759,85,88759,6,"Arlesheim, Baselstrasse",23,,,37,BLT-blt,2763,Arlesheim,BL,*,*,,,"613,589","261,233",310,Bus_Tram,Fahrplan,,,
8593498,85,93498,4,"Arlesheim, Birsweg",18,,,879,BLT Auto,2763,Arlesheim,BL,*,*,,,"612,824","260,761",282,Bus,Fahrplan,,,
8589236,85,89236,4,"Arlesheim, Brown Boveri",23,,,37,BLT-blt,2763,Arlesheim,BL,*,*,,,"613,458","261,915",289,Tram,Fahrplan,,,
8578226,85,78226,8,"Arlesheim, Dom",14,,,879,BLT Auto,2763,Arlesheim,BL,*,*,,,"613,548","260,176",334,Bus,Fahrplan,,,1
8500077,85,77,8,"Arlesheim, Dorf",15,,ARHD,37,BLT-blt,2763,Arlesheim,BL,*,*,,,"613,582","260,427",330,Bus_Tram,Fahrplan,,,
8588764,85,88764,6,"Arlesheim, Im Lee",17,,,37,BLT-blt,2763,Arlesheim,BL,*,*,,,"613,616","260,762",326,Bus_Tram,Fahrplan,,,
8578225,85,78225,0,"Arlesheim, Obesunne",19,,,879,BLT Auto,2763,Arlesheim,BL,*,*,,,"613,434","259,950",330,Bus,Fahrplan,,,
8593499,85,93499,2,"Arlesheim, Schorenweg",21,,,879,BLT Auto,2763,Arlesheim,BL,*,*,,,"612,952","261,665",274,Bus,Fahrplan,,,
8588765,85,88765,3,"Arlesheim, Stollenrain",22,,,37,BLT-blt,2763,Arlesheim,BL,*,*,,,"613,018","260,267",300,Bus_Tram,Fahrplan,,,
8500854,85,854,0,Augst BL,8,,,811,AAGL,2822,Augst,BL,*,*,,,"620,653","264,920",273,Bus,Fahrplan,,,
8530640,85,30640,7,Augst BL Kraftwerk,18,,,191,BPG,2822,Augst,BL,*,*,,,"620,604","265,241",274,Schiff,Fahrplan,,,
8578347,85,78347,2,"Augst BL, Schwarzacker",22,,,811,AAGL,2822,Augst,BL,*,*,,,"621,721","264,546",307,Bus,Fahrplan,,,
8500090,85,90,1,Basel Bad Bf,12,,BAD,11,SBB,2701,Basel,BS,*,*,,*,"612,692","268,618",263,Zug,Fahrplan,,,1
8500136,85,136,2,Basel Dreispitz,15,,BSDH,11,SBB,2701,Basel,BS,*,*,,*,"612,824","265,251",284,Zug,Fahrplan,,,1
8500899,85,899,5,Basel Messeplatz,16,,,823,BVB,2701,Basel,BS,*,*,,,"612,116","268,095",287,Tram,Fahrplan,,,
8530764,85,30764,5,Basel Museum Tinguely,21,,,191,BPG,2701,Basel,BS,*,*,,,"612,622","267,427",248,Schiff,Fahrplan,,,
8530637,85,30637,3,Basel Rheinhafen/Dreiländereck,30,,,191,BPG,2701,Basel,BS,*,*,,,"611,320","270,798",242,Schiff,Fahrplan,,,
8500010,85,10,9,Basel SBB,9,,BS,11,SBB,2701,Basel,BS,*,*,,*,"611,362","266,309",277,Bus_Zug,Fahrplan,,,1
8500872,85,872,2,Basel Schifflände,17,,BSIF,191,BPG,2701,Basel,BS,*,*,,,"611,276","267,700",244,Schiff,Fahrplan,,,
8530638,85,30638,1,Basel St. Alban-Tal,19,,,191,BPG,2701,Basel,BS,*,*,,,"612,219","267,171",243,Schiff,Fahrplan,,,
8500016,85,16,6,Basel St. Johann,16,,BSSJ,11,SBB,2701,Basel,BS,*,*,*,*,"610,075","268,852",266,Zug,Fahrplan,,,
8500073,85,73,7,"Basel, Aeschenplatz",19,,BAES,823,BVB,2701,Basel,BS,*,*,,,"611,759","266,743",275,Bus_Tram,Fahrplan,,,
8589291,85,89291,9,"Basel, Airolostrasse",20,,,823,BVB,2701,Basel,BS,*,*,,,"611,419","264,638",341,Tram,Fahrplan,,,
8589292,85,89292,7,"Basel, Allmendstrasse",21,,,823,BVB,2701,Basel,BS,*,*,,,"614,109","267,978",257,Bus,Fahrplan,,,
8589293,85,89293,5,"Basel, Allschwilerplatz",23,,,823,BVB,2701,Basel,BS,*,*,,,"609,932","267,400",260,Bus_Tram,Fahrplan,,,
8578170,85,78170,8,"Basel, Bachgraben",17,,,823,BVB,2701,Basel,BS,*,*,,,"608,934","268,119",251,Bus,Fahrplan,,,
8592321,85,92321,9,"Basel, Badischer Bahnhof",24,,,823,BVB,2701,Basel,BS,*,*,,,"612,678","268,450",256,Bus_Tram,Fahrplan,,,1
8578143,85,78143,5,"Basel, Bahnhof SBB",18,,,823,BVB,2701,Basel,BS,*,*,,,"611,418","266,407",278,Bus_Tram,Fahrplan,,,1
8592322,85,92322,7,"Basel, Bahnhof St. Johann",25,,,823,BVB,2701,Basel,BS,*,*,,,"610,106","268,864",260,Bus_Tram,Fahrplan,,,1
8500237,85,237,8,"Basel, Bankverein",17,,BSBA,823,BVB,2701,Basel,BS,*,*,,,"611,563","267,000",266,Tram,Fahrplan,,,
8500897,85,897,9,"Basel, Barfüsserplatz",21,,,823,BVB,2701,Basel,BS,*,*,,,"611,323","267,108",268,Tram,Fahrplan,,,
8588066,85,88066,6,"Basel, Bedrettostrasse",22,,,879,BLT Auto,2701,Basel,BS,*,*,,,"611,466","263,998",355,Bus,Fahrplan,,,
8589294,85,89294,3,"Basel, Belforterstrasse",23,,,823,BVB,2701,Basel,BS,*,*,,,"609,020","268,280",275,Bus,Fahrplan,,,
8589295,85,89295,0,"Basel, Bernerring",17,,,823,BVB,2701,Basel,BS,*,*,,,"609,880","266,489",277,Tram,Fahrplan,,,
8588486,85,88486,6,"Basel, Bernoullianum",20,,,823,BVB,2701,Basel,BS,*,*,,,"610,672","267,817",260,Bus,Fahrplan,,,
8588942,85,88942,8,"Basel, Bethesda-Spital",22,,,879,BLT Auto,2701,Basel,BS,*,*,,,"613,479","266,484",263,Bus,Fahrplan,,,
8500146,85,146,1,"Basel, Bhfeingang Gundeldingen",30,"Basel, Bahnhofeingang Gundeldingen",,823,BVB,2701,Basel,BS,*,*,,,"611,205","266,101",280,Bus_Tram,Fahrplan,,,1
8589296,85,89296,8,"Basel, Birmannsgasse",20,,,823,BVB,2701,Basel,BS,*,*,,,"610,281","267,410",275,Tram,Fahrplan,,,
8589297,85,89297,6,"Basel, Blotzheimerstrasse",25,,,823,BVB,2701,Basel,BS,*,*,,,"609,781","267,863",275,Bus,Fahrplan,,,
8588766,85,88766,1,"Basel, Bläsiring",16,,,823,BVB,2701,Basel,BS,*,*,,,"611,422","268,667",251,Tram,Fahrplan,,,
8578306,85,78306,8,"Basel, Breite",13,,,811,AAGL,2701,Basel,BS,*,*,,,"613,257","267,212",261,Bus_Tram,Fahrplan,,,1
8589298,85,89298,4,"Basel, Brombacherstrasse",24,,,823,BVB,2701,Basel,BS,*,*,,,"611,724","268,912",255,Bus_Tram,Fahrplan,,,
8589299,85,89299,2,"Basel, Bruderholz",17,,,823,BVB,2701,Basel,BS,*,*,,,"611,680","264,644",344,Tram,Fahrplan,,,
8589300,85,89300,8,"Basel, Bruderholzstrasse",24,,,823,BVB,2701,Basel,BS,*,*,,,"611,618","265,720",282,Bus_Tram,Fahrplan,,,
8589301,85,89301,6,"Basel, Bundesplatz",18,,,823,BVB,2701,Basel,BS,*,*,,,"610,288","266,756",278,Tram,Fahrplan,,,
8589302,85,89302,4,"Basel, Burgfelden Grenze",24,,,823,BVB,2701,Basel,BS,*,*,,,"609,245","268,638",275,Tram,Fahrplan,,,
8589303,85,89303,2,"Basel, Burgfelderplatz",22,,,823,BVB,2701,Basel,BS,*,*,,,"610,183","267,907",272,Tram,Fahrplan,,,
8589304,85,89304,0,"Basel, Buschweilerweg",21,,,823,BVB,2701,Basel,BS,*,*,,,"609,464","267,827",275,Bus,Fahrplan,,,
8588767,85,88767,9,"Basel, Ciba",11,,,823,BVB,2701,Basel,BS,*,*,,,"611,409","269,201",251,Bus_Tram,Fahrplan,,,
8500898,85,898,7,"Basel, Claraplatz",17,,,823,BVB,2701,Basel,BS,*,*,,,"611,662","267,907",268,Bus_Tram,Fahrplan,,,
8589305,85,89305,7,"Basel, Clarastrasse",19,,,823,BVB,2701,Basel,BS,*,*,,,"611,905","268,009",262,Tram,Fahrplan,,,
8500236,85,236,0,"Basel, Denkmal",14,,,823,BVB,2701,Basel,BS,*,*,,,"612,000","266,395",266,Tram,Fahrplan,,,
8589306,85,89306,5,"Basel, Drei Linden",18,,,823,BVB,2701,Basel,BS,*,*,,,"614,028","268,685",260,Bus,Fahrplan,,,
8588768,85,88768,7,"Basel, Dreirosenbrücke",22,,,823,BVB,2701,Basel,BS,*,*,,,"611,377","268,903",251,Bus_Tram,Fahrplan,,,1
8500096,85,96,8,"Basel, Dreispitz",16,,DSPZ,823,BVB,2701,Basel,BS,*,*,,,"612,814","265,174",289,Bus_Tram,Fahrplan,,,1
8589307,85,89307,3,"Basel, Eglisee",14,,,823,BVB,2701,Basel,BS,*,*,,,"613,363","268,830",258,Bus_Tram,Fahrplan,,,
8588947,85,88947,7,"Basel, Emanuel-Büchel-Strasse",29,,,879,BLT Auto,2701,Basel,BS,*,*,,,"613,229","266,686",266,Bus,Fahrplan,,,
8589308,85,89308,1,"Basel, Ensisheimerstrasse",25,,,823,BVB,2701,Basel,BS,*,*,,,"609,592","268,056",275,Bus,Fahrplan,,,
8589309,85,89309,9,"Basel, Erasmusplatz",19,,,823,BVB,2701,Basel,BS,*,*,,,"611,326","268,368",254,Bus,Fahrplan,,,
8589358,85,89358,6,"Basel, Erlenmatt",16,,,823,BVB,2701,Basel,BS,*,*,,,"612,421","268,775",256,Bus,Fahrplan,,,
8589310,85,89310,7,"Basel, Falkensteinerstrasse",27,,,823,BVB,2701,Basel,BS,*,*,,,"612,242","265,435",283,Bus,Fahrplan,,,
8588769,85,88769,5,"Basel, Feldbergstrasse",22,,,823,BVB,2701,Basel,BS,*,*,,,"611,482","268,411",251,Bus_Tram,Fahrplan,,,
8589311,85,89311,5,"Basel, Felix Platter-Spital",27,,,823,BVB,2701,Basel,BS,*,*,,,"609,708","268,258",273,Tram,Fahrplan,,,
8589312,85,89312,3,"Basel, Forellenweg",18,,,823,BVB,2701,Basel,BS,*,*,,,"613,706","266,670",259,Bus,Fahrplan,,,
8578146,85,78146,8,"Basel, Friedrich-Miescher-Str.",30,,,823,BVB,2701,Basel,BS,*,*,,,"609,497","269,249",264,Bus,Fahrplan,,,
8589313,85,89313,1,"Basel, Frobenstrasse",20,,,823,BVB,2701,Basel,BS,*,*,,,"611,060","266,026",280,Bus,Fahrplan,,,
8588953,85,88953,5,"Basel, Gellertstrasse",21,,,879,BLT Auto,2701,Basel,BS,*,*,,,"612,975","266,750",269,Bus,Fahrplan,,,
8588064,85,88064,1,"Basel, Gempenfluh",17,,,879,BLT Auto,2701,Basel,BS,*,*,,,"612,239","264,392",269,Bus,Fahrplan,,,
8589315,85,89315,6,"Basel, General Guisan-Strasse",29,,,823,BVB,2701,Basel,BS,*,*,,,"609,571","266,558",277,Bus,Fahrplan,,,
8589316,85,89316,4,"Basel, Gewerbeschule",20,,,823,BVB,2701,Basel,BS,*,*,,,"612,393","268,230",256,Tram,Fahrplan,,,
8589317,85,89317,2,"Basel, Grellingerstrasse",24,,,823,BVB,2701,Basel,BS,*,*,,,"612,631","266,546",273,Tram,Fahrplan,,,
8588770,85,88770,3,"Basel, Grosspeterstrasse",24,,,823,BVB,2701,Basel,BS,*,*,,,"612,041","266,140",278,Tram,Fahrplan,,,
8589319,85,89319,8,"Basel, Hammerstrasse",20,,,823,BVB,2701,Basel,BS,*,*,,,"611,783","268,489",255,Bus,Fahrplan,,,
8589320,85,89320,6,"Basel, Hardstrasse",18,,,823,BVB,2701,Basel,BS,*,*,,,"612,173","266,858",269,Tram,Fahrplan,,,
8589321,85,89321,4,"Basel, Hauensteinerstrasse",26,,,823,BVB,2701,Basel,BS,*,*,,,"611,926","264,753",342,Tram,Fahrplan,,,
8589322,85,89322,2,"Basel, Hechtliacker",19,,,823,BVB,2701,Basel,BS,*,*,,,"612,281","264,893",318,Tram,Fahrplan,,,
8589323,85,89323,0,"Basel, Hegenheimerstrasse",25,,,823,BVB,2701,Basel,BS,*,*,,,"610,218","267,735",275,Tram,Fahrplan,,,
8500147,85,147,9,"Basel, Heiliggeistkirche",24,,,823,BVB,2701,Basel,BS,*,*,,,"611,999","265,700",281,Bus_Tram,Fahrplan,,,
8500079,85,79,4,"Basel, Heuwaage",15,,BSHW,823,BVB,2701,Basel,BS,*,*,,,"611,247","266,739",279,Bus_Tram,Fahrplan,,,
8588951,85,88951,9,"Basel, Hirzbodenweg",19,,,879,BLT Auto,2701,Basel,BS,*,*,,,"612,558","266,292",274,Bus,Fahrplan,,,
8589324,85,89324,8,"Basel, Hirzbrunnen/Claraspital",30,,,823,BVB,2701,Basel,BS,*,*,,,"613,020","268,544",261,Tram,Fahrplan,,,
8589325,85,89325,5,"Basel, Hochbergerstrasse",24,,,823,BVB,2701,Basel,BS,*,*,,,"611,957","269,538",251,Bus,Fahrplan,,,
8589326,85,89326,3,"Basel, Hoffmann-La Roche",24,,,823,BVB,2701,Basel,BS,*,*,,,"612,648","267,600",257,Bus,Fahrplan,,,
8589327,85,89327,1,"Basel, Holbeinstrasse",21,,,823,BVB,2701,Basel,BS,*,*,,,"610,948","266,889",277,Bus_Tram,Fahrplan,,,
8589328,85,89328,9,"Basel, Holee",12,,,823,BVB,2701,Basel,BS,*,*,,,"609,844","266,087",283,Bus,Fahrplan,,,
8588771,85,88771,1,"Basel, Hüningerstrasse",22,,,37,BLT-blt,2701,Basel,BS,*,*,,,"610,339","269,138",251,Bus_Tram,Fahrplan,,,
8500160,85,160,2,"Basel, IWB",10,,,823,BVB,2701,Basel,BS,*,*,,,"610,972","266,227",280,Bus_Tram,Fahrplan,,,
8589329,85,89329,7,"Basel, Im Heimatland",20,,,823,BVB,2701,Basel,BS,*,*,,,"613,337","268,198",258,Bus,Fahrplan,,,
8578145,85,78145,0,"Basel, Im Wasenboden",20,,,823,BVB,2701,Basel,BS,*,*,,,"609,873","268,670",266,Bus,Fahrplan,,,
8589330,85,89330,5,"Basel, Im langen Loh",20,,,823,BVB,2701,Basel,BS,*,*,,,"609,117","266,169",284,Tram,Fahrplan,,,
8589331,85,89331,3,"Basel, Inselstrasse",19,,,823,BVB,2701,Basel,BS,*,*,,,"611,363","269,654",250,Bus_Tram,Fahrplan,,,
8588950,85,88950,1,"Basel, J. Burckhardt-Strasse",28,,,879,BLT Auto,2701,Basel,BS,*,*,,,"612,259","266,525",274,Bus,Fahrplan,,,
8588063,85,88063,3,"Basel, Jakobsberg",17,,,823,BVB,2701,Basel,BS,*,*,,,"612,261","264,644",324,Bus_Tram,Fahrplan,,,
8588772,85,88772,9,"Basel, Johanniterbrücke",23,,,823,BVB,2701,Basel,BS,*,*,,,"610,933","268,181",251,Bus_Tram,Fahrplan,,,
8578144,85,78144,3,"Basel, Kannenfeldplatz",22,,,823,BVB,2701,Basel,BS,*,*,,,"610,135","268,344",266,Bus_Tram,Fahrplan,,,
8588952,85,88952,7,"Basel, Karl Barth-Platz",23,,,823,BVB,2701,Basel,BS,*,*,,,"612,850","266,380",274,Bus_Tram,Fahrplan,,,
8588774,85,88774,5,"Basel, Kaserne",14,,,823,BVB,2701,Basel,BS,*,*,,,"611,511","268,121",251,Tram,Fahrplan,,,
8588485,85,88485,8,"Basel, Kinderspital",19,,,823,BVB,2701,Basel,BS,*,*,,,"610,842","268,090",260,Bus,Fahrplan,,,
8589333,85,89333,9,"Basel, Kirschgarten",19,,,823,BVB,2701,Basel,BS,*,*,,,"611,473","266,772",277,Bus_Tram,Fahrplan,,,
8589334,85,89334,7,"Basel, Kleinhüningen",20,,,823,BVB,2701,Basel,BS,*,*,,,"611,573","270,051",249,Bus_Tram,Fahrplan,,,
8589374,85,89374,3,"Basel, Kleinhüningeranlage",26,,,823,BVB,2701,Basel,BS,*,*,,,"611,675","270,346",250,Tram,Fahrplan,,,
8589335,85,89335,4,"Basel, Kunsteisbahn",19,,,823,BVB,2701,Basel,BS,*,*,,,"611,148","265,721",281,Bus,Fahrplan,,,
8589336,85,89336,2,"Basel, Kunstmuseum",18,,,823,BVB,2701,Basel,BS,*,*,,,"611,701","267,094",266,Tram,Fahrplan,,,
8589332,85,89332,1,"Basel, Käferholzstrasse",23,,,823,BVB,2701,Basel,BS,*,*,,,"613,567","268,361",260,Bus,Fahrplan,,,
8589337,85,89337,0,"Basel, Lange Erlen",18,,,823,BVB,2701,Basel,BS,*,*,,,"612,501","269,180",254,Bus,Fahrplan,,,
8589338,85,89338,8,"Basel, Laupenring",17,,,823,BVB,2701,Basel,BS,*,*,,,"609,727","266,384",280,Tram,Fahrplan,,,
8588946,85,88946,9,"Basel, Leimgrubenweg",20,,,823,BVB,2701,Basel,BS,*,*,,,"612,454","265,146",287,Bus_Tram,Fahrplan,,,
8589339,85,89339,6,"Basel, Lerchenstrasse",21,,,823,BVB,2701,Basel,BS,*,*,,,"611,232","264,986",333,Bus_Tram,Fahrplan,,,
8578168,85,78168,2,"Basel, Luzernerring",19,,,823,BVB,2701,Basel,BS,*,*,,,"609,509","268,403",287,Bus_Tram,Fahrplan,,,
8588776,85,88776,0,"Basel, MParc",12,,,823,BVB,2701,Basel,BS,*,*,,,"612,646","265,354",251,Bus_Tram,Fahrplan,,,
